Unnamed: 0,Unnamed: 1,Unnamed: 2,配管保温(ポリスチレンフォーム) 　冷水・冷温水管(膨張管を含む。)(2/7),Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 64,Unnamed: 65,Unnamed: 66,Unnamed: 67,Unnamed: 68,Unnamed: 69,Unnamed: 70,Unnamed: 71,Unnamed: 72,Unnamed: 73,Unnamed: 74
,,,,,,,,,,,,,,,0,,,,,,,,,,,8,,5,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,
,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1.0, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.076 0.080,,,,,,,0.036 0.038,,,,,,,
,,,,,,,,2.0,0.0,,,,,,3,,,,－,,,,－,,3.0,.,6,.,,－,,,,－,,,－,,,－,,1.0,.,5.0,,－,,,,－,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,0,,,,,,,,,,,9,,9,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1.0, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,－,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,2.0,5.0,,,,,,.,,,,－,,,,－,,4.0,.,7,.,,－,,,,－,,,－,,,－,,1.0,.,5.0,,－,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,0,,,,,,,,,,,1,,4,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.098 0.106,,,,,,,0.046 0.047,,,,,,,
,,,,,,,,3.0,2.0,,,,,,－,,,1.0,.,3.0,,,－,,4.0,.,－,,,7,.,,,－,,,－,,,－,,,－,,1.0,.,5.0,,,－,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,0,,,,,,,6,,,,,6,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,１,,,,,,,,,,,,,,,,,,
冷,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,－,,,,,,式,,,,,,,,,,,,,,,,,,
水,,,,,,,,4.0,0.0,,,,,,－,,,1.0,.,3.0,,,－,,4.0,.,－,,,8,.,,,－,,,－,,,－,,,－,,1.0,.,5.0,,,,,,,,,(,,,,,,,,,,,,,,,,,,
,,,,,,屋,,,,,,,,,,,,,0,,,,,,,7,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
・,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(,,,,,,,,,,,,,,,,,,
冷,,,,ポ,,内,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,
,,,,,,露,,5.0,0.0,,,,,,－,,,1.0,.,3.0,,,－,,4.0,.,－,,,8,.,,,－,,,－,,,－,,,－,,1.0,.,5.0,,,－,,１,,,,材,,,,,,0.0,.,1.0,6.0,,,0.0,.,5.0,1.0,,,
温,,,,リ,,,,,,,,,,,,,,,0,,,,,,,9,,,,,7,,,,,,,,,,,,,,,0,,,,,,,,,,料,,,,,,,1,,,,,,0,,,,,
,,,,,,出,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,式,,,,,,,,,,, ,,,,,, ,,,,,
水,,,,ス,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,－,,(,,,,費,,,,,,0.0,,3.0,1.0,,,0.0,,5.0,6.0,,,
管,,,,チ,一,,,6.0,5.0,,,,,,－,,,1.0,.,3.0,,,－,,5.0,.,－,,,9,,,,－,,,－,,,－,,,－,,1.0,.,5.0,,,,, ,,,,＋,,,,,,,.,,,,,,.,,,,,
,,,,,,,,,,,,,,,,,,,0,,,,,,,2,,,,.,,,,,,,,,,,,,,,,0,,,,,,材,,,,,,,,,,,1,,,,,,0,,,,,
(,,,,レ,,,,,,,,,,, ,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,雑,,,,,,, ,,,,,, ,,,,,1
 ,,,,ン,般,,,,,,m,,,,,,,,,,,,,,,,,,, ,,,,,,,,,,－,,,－,,,,,,,－,,料,,,,材,,,,,,0.0,,4.0,4.0,,,0.0,,6.0,0.0,,,式
膨,,,,,居,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,費,,,,,,,,,,,,,,,,,,,,,,
張,,,,フ,,,,8.0,0.0,,,,,,－,,,1.0,.,3.0,,,－,,5.0,.,－,,,－,,,8.0,.,,,－,,,,,,,,1.0,.,5.0,,,,,,,,,料,,,,,,,.,,,,,,.,,,,,
,,,,,室,,,,,,,,,,,,,,0,,,,,,,4,,,,,,,,6,,,,,,,,,,,,0,,,,,,×,,,,,,,,,,,1,,,,,,0,,,,,
管,,,, ,,,,,,,,,,, ,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,、,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,－,,,－,,,,,,,,, ,,,,費,,,,0.175 0.211,,,,,,,0.068 0.077,,,,,,,
を,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,5.0,),,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,－,,,,,,,,,,,,,,,－,,,,,,,,,,,,,,,,,,,,,,.,,,,,,,,,,,,,,,,,,,,,,
,,,,, ,,,1.0,0.0,0.0,,,,,,,,1.0,.,3.0,,,－,,5.0,.,－,,,,,,9.0,.,,,－,,,,,,,,1.0,.,5.0,,,－,,0,,,,,,,,,,,,,,,,,,,,,,
含,,,,ム,廊,,,,,,,,,,,,,,0,,,,,,,9,,,,,,,,8,,,,,,,,,,,,0,,,,,,),,,, ,,,,,,,,,,,,,,,,,,
,,,,,下,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,×,,,,,,,,,,,,,,,,,,
む,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,－,,,,,, ,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,3.0,,,,,,,,,,,,,,,
,,,,,,,,1.0,2.0,5.0,,,,,－,,,1.0,.,3.0,,,－,,6.0,.,－,,,－,,,1.0,1,.,,－,,,－,,,－,,1.0,.,5.0,,,,,,,,,.,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,0,,,,,,,3,,,,,,,,,0,,,,,,,,,,,0,,,,,,,,,,),,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.244 0.281,,,,,,,0.085 0.101,,,,,,,
,,,,,,,,1.0,5.0,0.0,,,,,－,,,1.0,.,3.0,,,－,,6.0,.,－,,,－,,,1.0,2,.,,－,,,－,,,－,,1.0,.,5.0,,,－,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,0,,,,,,,8,,,,,,,,,2,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,－,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,2.0,0.0,0.0,,,,,－,,,1.0,.,3.0,,,－,,7.0,.,－,,,－,,,,－,,1.0,1,.,,－,,,－,,1.0,.,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,0,,,,,,,7,,,,,,,,,,,,0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.38,,,,,,,0.123,,,,,,,
,,,,,,,,2.0,5.0,0.0,,,,,－,,,,－,,,1.0,.,3.0,9.0,.,－,,,－,,,,－,,1.0,3,.,,－,,,－,,,－,,,1.0,.,5.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,,,,,,6,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,3.0,0.0,0.0,,,,,－,,,,－,,,1.0,.,3.0,9.0,.,－,,,－,,,,－,,,－,,1.0,2,.,,－,,,－,,,1.0,.,5.0,,,,,,,,,,,0.0,.,4.0,0.0,,,0.0,.,4.0,0.0,,,
,,,,,,,,,,,,,,,,,,,,,,,0,,,9,,,,,,,,,,,,,,,4,,,,,,,,,0,,,,,,,,,,,,,4,,,,,,1,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,(注)　1.　「その他」の率対象は、材料、雑材料、運搬費、保温工及びダクト工とする。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
