保温工事,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60
,,,,,,,,,,,,,,,1.0, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,4.0,2.0,,,,0.0,,2.0,2.0,,,,
,,,,,,,,2.0,0.0,,,,,,,.,,,－,,,,3.0,.,,0.0,.,6.0,,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,.,,,,,,
,,,,,,,,,,,,,,,,0,,,,,,,,6,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,,,,,
,,,,,,,,,,,,,,,1.0, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,4.0,3.0,,,,0.0,,2.0,3.0,,,,
,,,,,,,,2.0,5.0,,,,,,,3,,,－,,,,3.0,.,,0.0,.,9.0,,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,.,,,,,,
,,,,,,,,,,,,,,,,0,,,,,,,,7,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
,,,,,,,,,,,,,,,,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,,,,,
,,,,,,,,,,,,,,,1.0, ,,,－,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,4.0,4.0,,,,0.0,,2.0,6.0,,,,
,,,,,,,,3.0,2.0,,,,,,,3,,,,,,,3.0,.,,0.0,.,2.0,,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
,,,,,,,,,,,,,,,,0,,,,,,,,9,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,.,,,,,,
,,,,,,,,,,,,,,,,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,,,,,
,,,,,,,,,,,,,,,1.0, ,,,－,,,,,,,,,,,,1.0,2.0,,,,,,,１,,,,,,0.0,,0.0,4.0,8.0,,,,0.0,,2.0,7.0,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,式,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,4.0,0.0,,,,,,,.,,,,,,,4.0,.,,0.0,.,4.0,,,,,,,,,,,(,,,,,,,,,,,,,,,.,,,,,,
,,,,,屋,,,,,,,,,,,0,,,,,,,,0,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
,,,,,,,,,,,,,,,,3,,,,,,,, ,,,,,,,,,,,,,,,(,,,,,,,,,,,,,,, ,,,,,,
,,,,,内,,,,,,,,,,1.0, ,,,－,,,,4.0,,,,,,,,1.0,2.0,,,,,,,,,,,,,0.0,,0.0,5.0,1.0,,,,0.0,,3.0,0.0,,,,
,,,,ポ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,
,,,,,露,,,5.0,0.0,,,,,,,3,,,,,,,,.,,0.0,.,9.0,,,,,,,,,１,,材,,,,,,,,,,,,,,,.,,,,,,
,,,,リ,,,,,,,,,,,,.,,,,,,,,2,,,4,,,,,,,,,,,,料,,,,,,,,,,,,,,,0,,,,,,
,給,,,,出,,,,,,,,,,,0,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,,,,,
,,,,ス,(,,,,,,,,,,1.0, ,,,－,,,,4.0,,,,,,,,1.0,2.0,,,,,式,,費,,,,,,0.0,,0.0,5.0,7.0,,,,0.0,,3.0,3.0,,,,
,水,,,チ,,,,6.0,5.0,,,,,,,.,,,,,,,,5,,0.0,.,5.0,,,,,,,,, ,,＋,,,,,,,,,,,,,,,.,,,,,,
,管,,,, ,,,,,,,,,,,0,,,,,,,,.,,,5,,,,,,,,,,材,,,,,,,,,,,,,,,,,0,,,,,,
,,,,レ,一,,,,,,,,,,,3,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,,,,,1
,,,,ン,般,,,8.0,0.0,,,m,,,1.0, ,,,,,,,4.0,,,,,,,,1.0,2.0,,,,,料,,雑,,,,,,0.0,,0.0,6.0,2.0,,,,0.0,,3.0,6.0,,,,式
,排,,,,居,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,費,,材,,,,,,,,,,,,,,,,,,,,,
,,,,フ,,,,,,,,,,,,3,,,－,,,,,.,,0.0,.,0.0,,,,,,,,,,,料,,,,,,,,,,,,,,,.,,,,,,
,水,,,,室,,,,,,,,,,,0,,,,,,,,7,,,6,,,,,,,,,,×,,,,,,,,,,,,,,,,,0,,,,,,
,,,,,,,,,,,,,,,,.,,, ,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,,,,,
,管,,, ,、,,,,,,,,,,, ,,,,,,,5.0,,,,,,,,1.0,2.0,,,,, ,,費,,,,,,0.0,,0.0,8.0,3.0,,,,0.0,,4.0,5.0,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,.,5.0,),,,,,,,,,,,,,,,,,,,,,
,,,,, ,,,1.0,0.0,0.0,,,,,,－,,1.0,.,,,,,.,,0.0,.,5.0,,,,,,,,,0,,,,,,,,,,,,,,,,,.,,,,,,
,,,,ム,廊,,,,,,,,,,,,,,0,,,,,4,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,
,,,,,下,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,×,,,,,,,,,,,,,,, ,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,,,,,,, ,,,,,,0.0,,1.0,0.0,2.0,,,,0.0,,5.0,1.0,,,,
,,,,,),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,3.0,,,,,,,,,,,,,,,,,,
,,,,,,,,1.0,2.0,5.0,,,,,,－,,1.0,.,3.0,,,5.0,.,,0.0,.,5.0,,,,,,,,,,,.,,,,,,,,,,,,,,,.,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,0,,,,,9,,,8,,,,,,,,,,,,),,,,,,,,,,,,,,,0,,,,,,
,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,,,,,,,,,,,,,0.0,,1.0,1.0,9.0,,,,0.0,,5.0,7.0,,,,
,,,,,,,,1.0,5.0,0.0,,,,,,－,,1.0,.,3.0,,,6.0,.,,0.0,.,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
,,,,,,,,,,,,,,,,,,,0,,,,,4,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,.,,,,,,
,,,,,,,,,,,,,,,, ,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,5.0,,,1.0,2.0,,,,,,,,,,,,,0.0,,1.0,6.0,6.0,,,,0.0,,7.0,0.0,,,,
,,,,,,,,2.0,0.0,0.0,,,,,,－,,1.0,.,3.0,,,7.0,.,,,.,,,,,,,,,,,,,,,,,,,,,,,,,,,.,,,,,,
,,,,,,,,,,,,,,,,,,,0,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
,,,,,,,,,,,,,,,, ,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,6.0,,,1.0,2.0,,,,,,,,,,,,,0.0,,1.0,9.0,9.0,,,,0.0,,8.0,3.0,,,,
,,,,,,,,2.0,5.0,0.0,,,,,,－,,1.0,.,3.0,,,8.0,.,,,.,,,,,,,,,,,,,,,,,,,,,,,,,,,.,,,,,,
,,,,,,,,,,,,,,,,,,,0,,,,,1,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
,,,,,,,,,,,,,,,, ,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,6.0,,,1.0,2.0,,,,,,,,,,,,,0.0,,2.0,3.0,4.0,,,,0.0,,9.0,5.0,,,,
,,,,,,,,3.0,0.0,0.0,,,,,,－,,1.0,.,3.0,,,8.0,.,,,.,,,,,,,,,,,,,,,,,,,,,,,,,,,.,,,,,,
,,,,,,,,,,,,,,,,,,,0,,,,,9,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(注)　1.　「その他」の率対象は、材料、雑材料、運搬費、保温工及びダクト工とする。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,- ＲM 4 -,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
